datetime,download_speed,upload_speed,ping
2024-07-09 05:07,55.19,10.44,53
2024-07-09 05:10,55.41,10.45,38
2024-07-09 05:15,46.45,10.59,49
2024-07-09 05:20,55.81,10.66,34
2024-07-09 05:25,38.74,10.45,62
2024-07-09 05:27,20.56,10.61,45
2024-07-09 05:35,52.50,10.43,57
2024-07-09 05:40,52.58,11.31,50
2024-07-09 05:45,15.48,11.24,37
2024-07-09 05:50,54.93,11.21,38
2024-07-09 05:55,49.22,10.51,39
2024-07-09 05:58,45.64,11.67,37
2024-07-09 06:07,55.82,10.81,41
2024-07-09 06:10,33.41,10.63,35
2024-07-09 06:15,45.13,11.59,45
2024-07-09 06:20,56.12,10.79,40
2024-07-09 06:25,56.20,10.56,50
2024-07-09 06:27,55.27,11.43,42
2024-07-09 06:35,47.34,10.44,49
2024-07-09 06:40,56.13,11.24,49
2024-07-09 06:45,55.56,11.60,44
2024-07-09 06:50,39.71,10.74,49
2024-07-09 06:55,47.68,10.54,51
2024-07-09 06:58,45.45,10.52,40
2024-07-09 07:07,41.79,10.73,68
2024-07-09 07:10,55.29,11.34,39
2024-07-09 07:15,54.27,10.63,47
2024-07-09 07:20,52.47,12.00,58
2024-07-09 07:25,49.78,10.48,69
2024-07-09 07:27,39.57,11.81,38
2024-07-09 07:35,48.55,10.47,43
2024-07-09 07:40,55.75,10.65,61
2024-07-09 07:45,52.72,10.59,36
2024-07-09 07:50,40.07,11.75,43
2024-07-09 07:55,51.34,10.65,38
2024-07-09 07:58,49.41,10.56,39
2024-07-09 08:07,52.59,11.54,39
2024-07-09 08:10,51.01,11.57,38
2024-07-09 08:15,27.59,11.11,47
2024-07-09 08:20,37.08,10.44,41
2024-07-09 08:25,49.01,10.87,41
2024-07-09 08:27,37.78,10.70,37
2024-07-09 08:35,46.20,10.69,39
2024-07-09 08:40,53.55,8.59,40
2024-07-09 08:45,47.20,11.51,39
2024-07-09 08:50,42.64,11.32,40
2024-07-09 08:55,25.51,10.75,39
2024-07-09 08:58,24.84,10.57,41
2024-07-09 09:07,43.25,11.74,39
2024-07-09 09:10,32.17,10.82,39
2024-07-09 09:15,55.42,11.29,38
2024-07-09 09:20,42.44,11.71,36
2024-07-09 09:25,37.62,11.67,53
2024-07-09 09:27,44.32,11.62,39
2024-07-09 09:35,30.55,11.40,43
2024-07-09 09:40,12.06,11.69,37
2024-07-09 09:45,47.96,11.35,40
2024-07-09 09:50,14.98,11.45,41
2024-07-09 09:55,44.02,10.44,39
2024-07-09 09:58,37.47,11.81,38
2024-07-09 10:07,50.65,10.87,39
2024-07-09 10:10,43.95,10.57,39
2024-07-09 10:15,49.75,10.53,40
2024-07-09 10:20,23.05,10.67,39
2024-07-09 10:25,23.75,10.68,40
2024-07-09 10:27,52.28,10.92,40
2024-07-09 10:35,29.07,11.71,38
2024-07-09 10:40,22.70,10.43,37
2024-07-09 10:45,49.26,9.81,40
2024-07-09 10:50,30.32,10.98,55
2024-07-09 10:55,51.36,10.81,46
2024-07-09 10:58,43.19,11.76,47
2024-07-09 11:07,32.55,10.88,46
2024-07-09 11:10,26.00,11.27,44
2024-07-09 11:15,29.36,10.76,47
2024-07-09 11:20,38.16,10.47,43
2024-07-09 11:25,26.48,10.55,44
2024-07-09 11:27,17.76,11.33,43
2024-07-09 11:35,37.30,10.59,47
2024-07-09 11:40,43.82,11.08,44
2024-07-09 11:45,47.86,10.46,53
2024-07-09 11:50,38.33,10.92,44
2024-07-09 11:55,23.42,11.18,48
2024-07-09 11:58,18.14,10.40,46
2024-07-09 12:07,47.02,11.31,45
2024-07-09 12:10,34.60,11.19,48
2024-07-09 12:15,34.78,11.61,48
2024-07-09 12:20,48.38,11.44,48
2024-07-09 12:25,36.74,10.55,49
2024-07-09 12:27,29.77,7.26,49
2024-07-09 12:35,27.28,10.68,44
2024-07-09 12:40,34.21,11.88,47
2024-07-09 12:45,40.66,10.89,45
2024-07-09 12:50,40.86,10.93,46
2024-07-09 12:55,40.36,10.42,48
2024-07-09 12:58,40.30,11.63,44
2024-07-09 13:07,43.23,11.42,47
2024-07-09 13:10,40.67,11.47,47
2024-07-09 13:15,41.23,11.15,48
2024-07-09 13:20,35.18,11.50,48
2024-07-09 13:25,32.81,10.63,49
2024-07-09 13:27,13.29,10.52,47
2024-07-09 13:35,36.92,11.56,44
2024-07-09 13:40,39.65,10.74,51
2024-07-09 13:45,35.59,10.56,48
2024-07-09 13:50,16.80,10.63,44
2024-07-09 13:55,28.16,11.78,34
2024-07-09 13:58,15.68,10.66,35
2024-07-09 14:07,34.25,10.62,45
2024-07-09 14:10,17.56,10.59,34
2024-07-09 14:15,55.33,11.00,37
2024-07-09 14:20,45.68,10.46,36
2024-07-09 14:25,39.13,11.39,44
2024-07-09 14:27,33.58,10.94,32
2024-07-09 14:35,26.03,11.20,38
2024-07-09 14:40,24.10,10.59,34
2024-07-09 14:45,32.90,11.22,36
2024-07-09 14:50,37.97,10.93,35
2024-07-09 14:55,31.12,11.15,34
2024-07-09 14:58,50.30,10.50,35
2024-07-09 15:07,29.21,10.93,40
2024-07-09 15:10,40.51,11.59,37
2024-07-09 15:15,29.36,11.16,35
2024-07-09 15:20,20.28,10.73,42
2024-07-09 15:25,48.21,10.92,40
2024-07-09 15:27,33.69,10.59,33
2024-07-09 15:35,22.74,11.77,53
2024-07-09 15:40,20.09,10.57,37
2024-07-09 15:45,15.11,10.98,48
2024-07-09 15:50,7.27,11.34,40
2024-07-09 15:55,44.83,10.52,35
2024-07-09 15:58,4.66,12.17,33
2024-07-09 16:07,37.31,10.68,35
2024-07-09 16:10,29.93,11.86,34
2024-07-09 16:15,14.68,11.39,35
2024-07-09 16:20,18.31,10.85,35
2024-07-09 16:25,32.46,11.15,48
2024-07-09 16:27,45.69,10.73,33
2024-07-09 16:35,21.65,10.93,37
2024-07-09 16:40,29.48,10.43,40
2024-07-09 16:45,29.82,11.33,39
2024-07-09 16:50,34.82,10.61,40
2024-07-09 16:55,31.87,10.90,36
2024-07-09 16:58,20.26,10.57,39
2024-07-09 17:07,39.94,10.28,35
2024-07-09 17:10,31.47,10.46,35
2024-07-09 17:15,17.61,10.79,40
2024-07-09 17:20,38.61,11.69,38
2024-07-09 17:25,30.64,11.27,54
2024-07-09 17:27,21.91,11.38,31
2024-07-09 17:35,22.75,10.74,38
2024-07-09 17:40,28.16,10.96,33
2024-07-09 17:45,10.92,10.65,38
2024-07-09 17:50,4.10,10.98,35
2024-07-09 17:55,23.73,10.69,38
2024-07-09 17:58,19.72,11.42,35
2024-07-09 18:07,23.95,10.51,46
2024-07-09 18:10,1.75,11.48,33
2024-07-09 18:15,11.34,11.36,36
2024-07-09 18:20,9.41,10.71,35
2024-07-09 18:25,32.49,11.29,34
2024-07-09 18:27,32.36,10.97,32
2024-07-09 18:35,28.43,11.90,45
2024-07-09 18:40,12.37,10.97,33
2024-07-09 18:45,8.32,10.45,36
2024-07-09 18:50,28.79,10.70,38
2024-07-09 18:55,36.43,10.53,33
2024-07-09 18:58,35.32,11.60,35
2024-07-09 19:07,36.25,10.93,43
2024-07-09 19:10,36.99,8.25,35
2024-07-09 19:15,25.52,11.22,35
2024-07-09 19:20,43.47,11.51,34
2024-07-09 19:25,42.04,10.73,40
2024-07-09 19:27,33.90,10.70,35
2024-07-09 19:35,37.45,10.69,40
2024-07-09 19:40,18.25,11.08,35
2024-07-09 19:45,24.58,11.08,41
2024-07-09 19:50,8.35,11.38,50
2024-07-09 19:55,35.14,11.42,37
2024-07-09 19:58,30.99,11.79,41
2024-07-09 20:07,43.35,10.43,38
2024-07-09 20:10,5.58,9.77,38
2024-07-09 20:15,28.19,11.10,37
2024-07-09 20:20,15.46,11.70,41
2024-07-09 20:25,14.47,10.61,37
2024-07-09 20:27,30.26,10.53,38
2024-07-09 20:35,8.71,11.55,40
2024-07-09 20:40,16.01,10.41,41
2024-07-09 20:45,9.40,11.04,37
2024-07-09 20:50,18.28,10.26,43
2024-07-09 20:55,16.97,9.87,44
2024-07-09 20:58,14.69,10.83,36
2024-07-09 21:07,26.10,10.45,42
2024-07-09 21:10,18.62,11.66,40
2024-07-09 21:15,21.40,10.48,35
2024-07-09 21:20,43.42,10.58,36
2024-07-09 21:25,25.72,11.74,51
2024-07-09 21:27,44.87,10.34,40
2024-07-09 21:35,12.40,11.42,39
2024-07-09 21:40,10.87,10.70,43
2024-07-09 21:45,10.08,11.46,44
2024-07-09 21:50,11.78,11.49,40
2024-07-09 21:55,24.09,10.42,42
2024-07-09 21:58,9.45,10.12,41
2024-07-09 22:07,3.74,3.31,41
2024-07-09 22:10,25.97,10.42,39
2024-07-09 22:15,6.43,11.11,41
2024-07-09 22:20,3.01,9.54,43
2024-07-09 22:25,3.65,11.05,39
2024-07-09 22:27,9.31,7.91,41
2024-07-09 22:35,1.90,11.54,39
2024-07-09 22:40,3.43,10.82,40
2024-07-09 22:45,1.94,8.24,44
2024-07-09 22:50,9.33,9.35,81
2024-07-09 22:55,10.20,11.55,46
2024-07-09 22:58,10.10,10.36,42
2024-07-09 23:07,3.34,10.33,43
2024-07-09 23:10,6.28,11.26,37
2024-07-09 23:15,12.23,11.60,36
2024-07-09 23:20,8.31,10.47,42
2024-07-09 23:25,25.80,11.03,35
2024-07-09 23:27,38.22,11.18,38
2024-07-09 23:35,44.53,11.49,46
2024-07-09 23:40,43.50,10.58,36
2024-07-09 23:45,41.29,11.32,40
2024-07-09 23:50,40.11,11.22,36
2024-07-09 23:55,49.97,11.56,37
2024-07-09 23:58,43.18,11.30,40
2024-07-10 00:07,54.30,11.20,36
2024-07-10 00:10,30.74,10.14,44
2024-07-10 00:15,31.25,11.29,39
2024-07-10 00:20,3.90,12.17,56
2024-07-10 00:25,31.75,10.68,43
2024-07-10 00:27,44.72,11.59,38
2024-07-10 00:35,34.03,11.62,37
2024-07-10 00:40,53.19,10.51,35
2024-07-10 00:45,13.86,7.25,41
2024-07-10 00:50,45.36,10.72,40
2024-07-10 00:55,35.14,10.95,35
2024-07-10 00:58,10.29,0.00,41
2024-07-10 01:07,55.78,11.36,33
2024-07-10 01:10,56.42,11.19,33
2024-07-10 01:15,11.21,10.16,37
2024-07-10 01:20,50.06,11.77,35
2024-07-10 01:25,40.83,10.81,34
2024-07-10 01:27,48.08,10.32,33
2024-07-10 01:35,48.99,10.87,36
2024-07-10 01:40,48.77,10.55,33
2024-07-10 01:45,53.09,10.90,35
2024-07-10 01:50,49.69,11.22,51
2024-07-10 01:55,47.02,10.86,37
2024-07-10 01:58,46.73,11.39,38
2024-07-10 02:07,53.98,10.37,37
2024-07-10 02:10,22.41,10.82,39
2024-07-10 02:15,54.98,10.45,38
2024-07-10 02:20,45.77,11.45,40
2024-07-10 02:25,55.10,11.53,39
2024-07-10 02:27,53.80,11.55,41
2024-07-10 02:35,53.37,10.72,38
2024-07-10 02:40,50.93,10.94,39
2024-07-10 02:45,41.29,11.26,39
2024-07-10 02:50,53.74,11.12,40
2024-07-10 02:55,7.51,11.58,39
2024-07-10 02:58,55.78,11.20,38
2024-07-10 03:07,21.29,10.44,40
2024-07-10 03:10,54.97,11.24,39
2024-07-10 03:15,52.30,10.78,37
2024-07-10 03:20,51.07,10.60,38
2024-07-10 03:25,15.44,10.93,43
2024-07-10 03:27,55.45,11.09,38
2024-07-10 03:35,47.30,11.70,39
2024-07-10 03:40,54.42,11.20,37
2024-07-10 03:45,55.72,10.54,39
2024-07-10 03:50,55.62,11.96,37
2024-07-10 03:55,55.23,11.39,38
2024-07-10 03:58,21.53,11.31,39
2024-07-10 04:07,55.88,11.28,40
2024-07-10 04:10,51.71,11.50,41
2024-07-10 04:15,50.58,10.85,38
2024-07-10 04:20,50.17,10.40,39
2024-07-10 04:25,54.94,10.60,41
2024-07-10 04:27,54.10,11.85,37
2024-07-10 04:35,54.53,10.47,38
2024-07-10 04:40,54.23,10.47,38
2024-07-10 04:45,49.28,10.77,46
2024-07-10 04:50,53.51,11.35,49
2024-07-10 04:55,56.02,10.90,37
2024-07-10 04:58,56.02,10.63,40
2024-07-10 05:07,51.58,9.96,39
2024-07-10 05:10,51.71,11.64,42
2024-07-10 05:15,54.82,11.24,40
2024-07-10 05:20,53.86,11.24,42
2024-07-10 05:25,48.80,10.82,46
2024-07-10 05:27,49.46,11.08,35
2024-07-10 05:35,53.60,10.47,37
2024-07-10 05:40,52.41,11.17,48
2024-07-10 05:45,55.34,11.42,40
2024-07-10 05:50,56.18,10.44,36
2024-07-10 05:55,52.15,10.46,39
2024-07-10 05:58,45.57,10.80,41
2024-07-10 06:07,54.02,11.37,42
2024-07-10 06:10,50.92,10.56,43
2024-07-10 06:15,46.82,10.87,43
2024-07-10 06:20,40.18,11.59,45
2024-07-10 06:25,54.13,10.80,44
2024-07-10 06:27,46.61,11.76,44
2024-07-10 06:35,40.81,11.39,40
2024-07-10 06:40,54.61,10.46,40
2024-07-10 06:45,46.24,10.99,39
2024-07-10 06:50,47.15,10.44,54
2024-07-10 06:55,53.20,11.21,44
2024-07-10 06:58,53.26,10.46,41
2024-07-10 07:07,51.06,10.93,52
2024-07-10 07:10,41.33,10.54,43
2024-07-10 07:15,50.06,10.50,45
2024-07-10 07:20,43.22,10.42,40
2024-07-10 07:25,55.41,11.51,42
2024-07-10 07:27,54.69,11.97,41
2024-07-10 07:35,42.94,11.94,44
2024-07-10 07:40,44.98,11.72,47
2024-07-10 07:45,49.07,10.98,40
2024-07-10 07:50,43.56,11.08,47
2024-07-10 07:55,44.20,10.49,44
2024-07-10 07:58,54.20,11.23,40
2024-07-10 08:07,51.69,10.51,44
2024-07-10 08:10,51.42,11.49,46
2024-07-10 08:15,49.14,10.77,45
2024-07-10 08:20,53.45,10.46,52
2024-07-10 08:25,24.18,11.37,39
2024-07-10 08:27,43.89,11.30,39
2024-07-10 08:35,45.83,10.81,48
2024-07-10 08:40,54.58,10.49,37
2024-07-10 08:45,44.17,10.90,36
2024-07-10 08:50,11.22,9.77,39
2024-07-10 08:55,44.57,10.50,44
2024-07-10 08:58,44.18,10.47,40
2024-07-10 09:07,52.01,11.60,45
2024-07-10 09:10,38.51,11.49,49
2024-07-10 09:15,27.42,10.43,48
2024-07-10 09:20,44.42,10.77,45
2024-07-10 09:25,48.71,11.88,47
2024-07-10 09:27,37.51,11.48,38
2024-07-10 09:35,48.45,11.64,46
2024-07-10 09:40,32.91,10.44,38
2024-07-10 09:45,41.16,10.88,39
2024-07-10 09:50,39.68,12.13,47
2024-07-10 09:55,36.08,10.56,49
2024-07-10 09:58,32.06,10.86,37
2024-07-10 10:07,13.12,11.62,46
2024-07-10 10:10,29.69,10.41,45
2024-07-10 10:15,40.90,11.48,62
2024-07-10 10:20,45.69,10.50,36
2024-07-10 10:25,53.74,10.63,43
2024-07-10 10:27,52.52,11.45,37
2024-07-10 10:35,50.02,11.82,47
2024-07-10 10:40,35.53,10.95,47
2024-07-10 10:45,31.08,11.55,53
2024-07-10 10:50,13.61,10.51,47
2024-07-10 10:55,14.74,11.46,59
2024-07-10 10:58,52.19,11.17,42
2024-07-10 11:07,49.42,11.87,43
2024-07-10 11:10,46.05,11.67,37
2024-07-10 11:15,37.00,11.58,45
2024-07-10 11:20,39.39,10.85,39
2024-07-10 11:25,43.20,10.46,41
2024-07-10 11:27,48.52,10.60,42
2024-07-10 11:35,54.95,10.47,41
2024-07-10 11:40,30.94,11.50,40
2024-07-10 11:45,44.41,10.66,39
2024-07-10 11:50,48.65,10.96,39
2024-07-10 11:55,39.32,10.53,38
2024-07-10 11:58,38.49,9.65,38
2024-07-10 12:07,24.57,9.90,50
2024-07-10 12:10,33.72,10.38,37
2024-07-10 12:15,36.87,10.59,38
2024-07-10 12:20,42.40,10.53,42
2024-07-10 12:25,21.00,10.76,45
2024-07-10 12:27,42.16,10.65,40
2024-07-10 12:35,47.62,11.61,47
2024-07-10 12:40,52.77,10.45,39
2024-07-10 12:45,29.40,10.52,40
2024-07-10 12:50,23.85,11.43,53
2024-07-10 12:55,15.56,8.48,43
2024-07-10 12:58,35.72,10.58,40
2024-07-10 13:07,30.08,10.37,48
2024-07-10 13:10,26.76,11.95,39
2024-07-10 13:15,41.42,10.99,56
2024-07-10 13:20,41.97,11.44,39
2024-07-10 13:25,40.84,11.21,49
2024-07-10 13:27,32.60,11.61,36
2024-07-10 13:35,6.57,11.70,40
2024-07-10 13:40,9.67,6.49,40
2024-07-10 13:45,26.04,10.37,59
2024-07-10 13:50,5.10,3.34,57
2024-07-10 13:55,14.76,11.77,46
2024-07-10 13:58,24.26,10.82,76
2024-07-10 14:07,19.94,12.02,44
2024-07-10 14:10,14.91,11.30,42
2024-07-10 14:15,11.94,10.79,41
2024-07-10 14:20,12.10,10.47,43
2024-07-10 14:25,20.73,10.38,55
2024-07-10 14:27,11.09,9.88,207
2024-07-10 14:35,9.99,9.70,53
2024-07-10 14:40,16.61,7.93,57
2024-07-10 14:45,10.47,9.29,53
2024-07-10 14:50,3.10,2.22,185
2024-07-10 14:55,9.09,8.37,67
2024-07-10 14:58,15.61,10.57,39
2024-07-10 15:07,45.43,10.90,42
2024-07-10 15:10,34.00,11.71,44
2024-07-10 15:15,33.99,11.58,43
2024-07-10 15:20,42.06,10.61,41
2024-07-10 15:25,41.55,10.80,44
2024-07-10 15:27,40.54,10.46,42
2024-07-10 15:35,16.37,11.52,41
2024-07-10 15:40,39.96,11.52,44
2024-07-10 15:45,40.27,10.45,45
2024-07-10 15:50,34.43,11.50,50
2024-07-10 15:55,42.85,7.81,45
2024-07-10 15:58,43.03,10.64,41
2024-07-10 16:07,38.70,11.05,41
2024-07-10 16:10,39.84,11.61,45
2024-07-10 16:15,30.79,11.53,42
2024-07-10 16:20,44.59,11.44,42
2024-07-10 16:25,42.18,10.60,47
2024-07-10 16:27,42.40,10.68,43
2024-07-10 16:35,29.25,11.14,45
2024-07-10 16:40,37.50,10.47,43
2024-07-10 16:45,35.39,10.15,52
2024-07-10 16:50,6.62,7.08,60
2024-07-10 16:55,32.94,10.87,46
2024-07-10 16:58,25.32,10.76,43
2024-07-10 17:07,22.20,10.48,39
2024-07-10 17:10,23.67,11.41,40
2024-07-10 17:15,15.64,9.97,51
2024-07-10 17:20,15.31,10.30,37
2024-07-10 17:25,13.57,11.15,37
2024-07-10 17:27,13.28,11.23,37
2024-07-10 17:35,33.69,11.03,58
2024-07-10 17:40,27.59,10.63,41
2024-07-10 17:45,34.80,11.05,40
2024-07-10 17:50,46.34,10.46,41
2024-07-10 17:55,26.45,10.55,41
2024-07-10 17:58,41.34,10.85,45
2024-07-10 18:07,22.46,11.67,41
2024-07-10 18:10,23.99,11.42,40
2024-07-10 18:15,32.10,10.84,43
2024-07-10 18:20,39.12,10.69,37
2024-07-10 18:25,11.21,10.76,43
2024-07-10 18:27,43.93,11.12,38
2024-07-10 18:35,38.23,10.80,41
2024-07-10 18:40,42.73,11.56,38
2024-07-10 18:45,34.82,11.47,40
2024-07-10 18:50,37.34,10.74,38
2024-07-10 18:55,43.82,10.42,42
2024-07-10 18:58,6.82,11.71,36
2024-07-10 19:07,34.01,10.45,40
2024-07-10 19:10,46.61,11.20,39
2024-07-10 19:15,42.60,11.57,41
2024-07-10 19:20,9.97,11.10,38
2024-07-10 19:25,30.69,10.55,40
2024-07-10 19:27,42.91,10.71,39
2024-07-10 19:35,21.88,11.17,41
2024-07-10 19:40,26.79,10.83,39
2024-07-10 19:45,21.45,10.91,41
2024-07-10 19:50,27.11,10.15,44
2024-07-10 19:55,26.65,11.14,51
2024-07-10 19:58,44.30,10.51,36
2024-07-10 20:07,22.17,10.31,49
2024-07-10 20:10,29.17,10.52,37
2024-07-10 20:15,21.64,11.60,34
2024-07-10 20:20,20.43,11.13,37
2024-07-10 20:25,8.24,10.25,52
2024-07-10 20:27,16.49,10.51,38
2024-07-10 20:35,33.56,11.16,36
2024-07-10 20:40,28.53,11.66,45
2024-07-10 20:45,27.58,11.27,38
2024-07-10 20:50,32.85,11.45,35
2024-07-10 20:55,5.35,10.93,60
2024-07-10 20:58,25.00,10.93,40
2024-07-10 21:07,15.35,10.35,49
2024-07-10 21:10,7.61,10.11,43
2024-07-10 21:15,20.73,10.50,35
2024-07-10 21:20,11.72,10.85,37
2024-07-10 21:25,20.91,11.43,35
2024-07-10 21:27,12.97,11.36,52
2024-07-10 21:35,13.58,11.74,40
2024-07-10 21:40,16.43,11.29,69
2024-07-10 21:45,8.84,11.54,39
2024-07-10 21:50,8.58,10.34,56
2024-07-10 21:55,39.85,11.75,35
2024-07-10 21:58,21.33,10.98,37
2024-07-10 22:07,34.29,10.57,42
2024-07-10 22:10,18.81,10.46,32
2024-07-10 22:15,13.10,10.82,34
2024-07-10 22:20,11.03,7.20,33
2024-07-10 22:25,27.36,10.62,47
2024-07-10 22:27,26.07,10.53,35
2024-07-10 22:35,4.64,2.95,33
2024-07-10 22:40,17.28,11.38,34
2024-07-10 22:45,6.50,11.43,33
2024-07-10 22:50,3.03,10.61,95
2024-07-10 22:55,27.71,10.50,72
2024-07-10 22:58,6.27,10.83,74
2024-07-10 23:07,25.30,10.34,84
2024-07-10 23:10,13.75,10.51,72
2024-07-10 23:15,24.90,10.50,72
2024-07-10 23:20,33.03,10.37,150
2024-07-10 23:25,43.59,11.11,72
2024-07-10 23:27,42.62,10.56,73
2024-07-10 23:35,39.08,10.74,96
2024-07-10 23:40,50.76,10.73,71
2024-07-10 23:45,49.33,10.55,72
2024-07-10 23:50,30.12,10.83,89
2024-07-10 23:55,26.50,11.27,72
2024-07-10 23:58,44.98,10.46,74
2024-07-11 00:07,45.44,10.50,95
2024-07-11 00:10,45.29,10.72,78
2024-07-11 00:15,38.36,10.48,97
2024-07-11 00:20,38.89,10.33,103
2024-07-11 00:25,49.92,11.37,74
2024-07-11 00:27,41.83,10.69,73
2024-07-11 00:35,39.54,11.56,98
2024-07-11 00:40,38.81,11.66,73
2024-07-11 00:45,44.83,11.21,72
2024-07-11 00:50,7.39,10.70,78
2024-07-11 00:55,26.96,8.79,104
2024-07-11 00:58,51.89,10.84,58
2024-07-11 01:07,54.57,10.48,40
2024-07-11 01:10,31.35,10.74,39
2024-07-11 01:15,45.74,11.38,35
2024-07-11 01:20,45.84,10.46,42
2024-07-11 01:25,40.23,11.50,41
2024-07-11 01:27,40.30,10.79,38
2024-07-11 01:35,49.16,11.45,41
2024-07-11 01:40,41.56,11.22,39
2024-07-11 01:45,56.58,11.39,37
2024-07-11 01:50,49.74,11.68,40
2024-07-11 01:55,32.91,11.50,42
2024-07-11 01:58,47.98,10.60,39
2024-07-11 02:07,42.27,11.62,37
2024-07-11 02:10,43.48,11.34,40
2024-07-11 02:15,56.32,10.50,43
2024-07-11 02:20,54.36,11.41,45
2024-07-11 02:25,54.24,10.30,42
2024-07-11 02:27,52.66,10.05,37
2024-07-11 02:35,55.17,11.58,39
2024-07-11 02:40,52.83,10.53,41
2024-07-11 02:45,20.59,11.33,40
2024-07-11 02:50,55.51,11.63,38
2024-07-11 02:55,46.97,11.26,39
2024-07-11 02:58,47.72,10.56,37
2024-07-11 03:07,52.05,11.70,36
2024-07-11 03:10,51.39,11.68,39
2024-07-11 03:15,22.70,10.75,40
2024-07-11 03:20,45.99,11.58,37
2024-07-11 03:25,43.31,10.47,40
2024-07-11 03:27,21.21,10.17,38
2024-07-11 03:35,54.78,10.35,60
2024-07-11 03:40,45.60,10.38,43
2024-07-11 03:45,56.27,11.20,44
2024-07-11 03:50,41.27,11.27,42
2024-07-11 03:55,39.77,11.81,44
2024-07-11 03:58,38.07,11.66,41
2024-07-11 04:07,44.19,10.74,44
2024-07-11 04:10,46.22,10.67,46
2024-07-11 04:15,43.97,10.93,42
2024-07-11 04:20,47.29,11.54,42
2024-07-11 04:25,43.48,10.55,42
2024-07-11 04:27,43.01,10.51,43
2024-07-11 04:35,44.84,11.84,40
2024-07-11 04:40,37.24,11.57,42
2024-07-11 04:45,43.98,11.64,47
2024-07-11 04:50,36.13,10.65,43
2024-07-11 04:55,47.55,11.43,43
2024-07-11 04:58,43.33,10.50,47
2024-07-11 05:07,42.52,11.57,43
2024-07-11 05:10,48.27,10.43,47
2024-07-11 05:15,55.61,10.57,42
2024-07-11 05:20,41.86,10.69,45
2024-07-11 05:25,20.11,9.72,51
2024-07-11 05:27,38.03,10.45,40
2024-07-11 05:35,36.69,10.47,42
2024-07-11 05:40,35.77,9.01,45
2024-07-11 05:45,39.36,10.46,54
2024-07-11 05:50,35.59,10.62,47
2024-07-11 05:55,32.55,11.38,48
2024-07-11 05:58,38.89,10.43,47
2024-07-11 06:07,55.30,11.61,44
2024-07-11 06:10,50.87,12.05,48
2024-07-11 06:15,51.28,10.67,45
2024-07-11 06:20,55.58,11.55,45
2024-07-11 06:25,46.60,10.51,48
2024-07-11 06:27,52.65,10.43,46
2024-07-11 06:35,55.02,10.58,48
2024-07-11 06:40,53.02,10.38,46
2024-07-11 06:45,54.43,11.67,48
2024-07-11 06:50,50.88,10.42,44
2024-07-11 06:55,53.98,10.63,42
2024-07-11 06:58,46.35,10.57,46
2024-07-11 07:07,38.06,10.50,45
2024-07-11 07:10,52.34,10.21,44
2024-07-11 07:15,40.77,10.47,44
2024-07-11 07:20,53.66,11.61,44
2024-07-11 07:25,48.62,10.45,45
2024-07-11 07:27,48.13,10.23,45
2024-07-11 07:35,42.40,11.56,43
2024-07-11 07:40,41.35,11.35,44
2024-07-11 07:45,51.48,11.60,44
2024-07-11 07:50,55.32,11.48,44
2024-07-11 07:55,48.18,10.51,44
2024-07-11 07:58,51.81,10.80,45
2024-07-11 08:07,55.02,10.59,55
2024-07-11 08:10,47.22,11.47,45
2024-07-11 08:15,37.13,11.45,45
2024-07-11 08:20,33.94,11.34,49
2024-07-11 08:25,48.65,10.44,47
2024-07-11 08:27,41.60,11.44,45
2024-07-11 08:35,46.92,11.06,44
2024-07-11 08:40,27.88,10.85,45
2024-07-11 08:45,33.39,10.43,45
2024-07-11 08:50,38.06,11.44,44
2024-07-11 08:55,25.44,10.45,45
2024-07-11 08:58,10.54,10.88,42
2024-07-11 09:07,4.94,10.71,42
2024-07-11 09:10,27.94,11.52,41
2024-07-11 09:15,27.72,9.92,44
2024-07-11 09:20,47.47,10.93,45
2024-07-11 09:25,28.09,11.16,50
2024-07-11 09:27,33.73,11.57,45
2024-07-11 09:35,42.70,10.20,68
2024-07-11 09:40,47.32,11.58,41
2024-07-11 09:45,23.15,10.18,39
2024-07-11 09:50,54.08,11.94,42
2024-07-11 09:55,38.74,11.00,38
2024-07-11 09:58,49.90,11.39,44
2024-07-11 10:07,40.23,11.04,45
2024-07-11 10:10,46.44,10.49,50
2024-07-11 10:15,56.04,10.55,41
2024-07-11 10:20,36.66,11.70,41
2024-07-11 10:25,44.60,10.53,37
2024-07-11 10:27,48.37,10.57,37
2024-07-11 10:35,45.62,10.62,42
2024-07-11 10:40,38.86,11.03,36
2024-07-11 10:45,30.20,11.91,42
2024-07-11 10:50,40.93,11.43,43
2024-07-11 10:55,39.60,11.60,40
2024-07-11 10:58,39.09,10.73,58
2024-07-11 11:07,27.41,10.47,37
2024-07-11 11:10,24.20,11.57,42
2024-07-11 11:15,36.25,11.16,37
2024-07-11 11:20,39.07,10.77,39
2024-07-11 11:25,29.80,11.62,39
2024-07-11 11:27,36.55,10.62,41
2024-07-11 11:35,16.95,10.44,43
2024-07-11 11:40,24.57,10.70,41
2024-07-11 11:45,27.52,10.42,42
2024-07-11 11:50,33.52,11.38,40
2024-07-11 11:55,35.11,10.69,38
2024-07-11 11:58,46.09,11.29,39
2024-07-11 12:07,9.30,11.70,38
2024-07-11 12:10,39.98,10.89,43
2024-07-11 12:15,28.07,10.40,39
2024-07-11 12:20,14.34,10.60,42
2024-07-11 12:25,11.14,9.93,38
